commit type,added lines count
Other,0
Other,16
Other,12
Other,31
Other,3
Other,2
Other,97
Other,101
Other,36
Other,3
Multi-lang,1513
Other,39
Other,5
Other,14
Other,652
Other,10
Other,15
Other,11
Other,41
Other,4
Other,1
Other,13
Other,45
Other,1
Other,1
Other,53
Other,27
Other,19
Other,39
Other,123
Other,1
Other,1
Multi-lang,64
Other,4
Other,1
Multi-lang,152
Other,3
Other,11
Other,3
Other,3
Other,4
Other,4
Other,3
Other,59
Other,132
Other,6
Other,9
Other,2
Other,2
Other,14
Other,4
Other,1
Other,121
Other,1
Other,3
Other,1
Other,13
Other,9
Other,85
Other,121
Other,1
Other,66
Other,1
Other,2
Other,74
Other,1
Other,13
Other,1
Other,33
Other,50
Other,12
Other,1
Other,55
Other,105
Other,11
Other,100
Other,75
Other,110
Other,0
Other,62
Other,6
Other,4
Other,2
Other,61
Other,4
Other,13
Other,24
Other,23
Other,8
Other,6
Multi-lang,31
Other,24
Multi-lang,365
Other,23
Other,8
Multi-lang,22
Other,7
Other,14
Other,18
Other,11
Other,17
Other,8
Other,9
Other,3
Other,3
Other,249
Other,49
Other,159
Other,102
Other,7
Multi-lang,541
Other,4
Other,8
Other,58
Multi-lang,818
Other,25
Other,173
Other,38
Other,2
Other,2
Other,19
Other,2
Other,109
Other,21
Other,244
Other,7
Other,262
Other,473
Other,327
Other,10
Multi-lang,81
Other,69
Multi-lang,158
Multi-lang,906
Other,20
Other,614
Other,29
Other,406
Multi-lang,77
Multi-lang,45
Other,21
Other,58
Other,10
Other,153
Other,771
Other,2
Multi-lang,73
Other,1
Other,7
Other,2
Other,3
Other,4
Multi-lang,924
Other,8
Other,110
Other,5
Other,64
Other,1
Multi-lang,199
Other,6
Other,150
Other,457
Other,1
Other,27
Other,7
Other,58
Other,34
Other,29
Multi-lang,2489
Other,52
Other,18
Other,74
Other,11
Other,10
Other,6
Other,4
Multi-lang,1567
Other,1
Other,33
Other,14
Other,1
Other,25
Other,1
Multi-lang,537
Other,213
Other,10
Other,56
Other,9
Other,201
Other,1
Other,40
Other,1
Other,6
Other,14
Other,5
Other,1
Other,1
Other,4
Other,1
Other,38
Other,3
Other,48
Other,60
Other,95
Other,2
Other,47
Other,19
Other,1
Other,7
Other,2
Other,18
Other,138
Other,1
Multi-lang,330
Other,18
Other,42
Other,3
Other,16
Other,1
Multi-lang,135
Other,30
Multi-lang,58
Other,19
Other,41
Other,95
Multi-lang,4
Multi-lang,869
Other,1
Other,2
Other,68
Other,31
Other,121
Other,23
Other,4
Multi-lang,2656
Other,17
Other,2
Other,32
Other,37
Other,7
Other,268
Other,156
Multi-lang,1510
Other,26
Other,328
Other,80
Other,75
Other,68
Other,68
Other,43
Other,19
Other,74
Other,166
Other,27
Other,3
Other,33
Other,475
Other,14
Other,17
Other,2
Other,295
Multi-lang,144
Other,20
Multi-lang,359
Other,73
Other,0
Other,7
Other,16
Other,3
Other,52
Other,53
Other,91
Other,54
Other,42
Other,94
Multi-lang,356
Other,1963
Other,1
Other,113
Other,24
Other,37
Other,12
Other,288
Other,6
Other,85
Other,8
Other,12
Other,61
Other,43
Other,1
Other,10
Other,18
Other,18
Multi-lang,35
Other,1
Multi-lang,371
Other,1
Other,45
Other,61
Multi-lang,250
Other,7
Other,12
Other,102
Other,7
Other,5
Other,4
Other,7
Other,46
Other,27
Other,70
Other,36
Other,39
Other,52
Other,25
Other,6
Other,49
Other,27
Other,14
Other,23
Other,33
Other,30
Other,271
Other,9
Other,22
Other,1
Other,33
Other,39
Other,170
Other,4
Other,1
Multi-lang,825
Other,9
Other,1
Other,26
Other,96
Other,691
Other,29
Other,2
Other,2
Other,0
Other,1
Other,59
Multi-lang,304
Other,6
Other,14
Other,54
Other,1
Other,3
Other,455
Other,111
Other,474
Other,549
Other,53
Other,2096
Other,299
Other,8
Other,43
Other,2
Other,6
Other,0
Other,16
Other,2
Other,306
Multi-lang,56
Other,13
Other,1
Multi-lang,141
Other,29
Other,18
Other,37
Other,20
Other,2
Other,247
Other,8
Other,6
Other,6
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,6
Other,13
Other,50
Other,6
Other,11
Other,6
Other,6
Other,35
Multi-lang,229
Other,2
Other,8
Multi-lang,1448
Other,3
Other,13
Other,1
Other,17
Other,50
Other,91
Other,72
Multi-lang,591
Other,37
Other,1
Other,1
Other,10
Other,1
Other,1
Other,2
Other,3
Other,25
Other,244
Other,21
Other,4
Other,49
Other,5
Other,233
Other,47
Other,1
Other,14
Other,1
Multi-lang,646
Other,10
Other,2
Other,18
Multi-lang,356
Other,1
Other,9
Other,3
Other,8
Other,3
Other,1
Other,27
Multi-lang,40
Other,3
Other,33
Other,4
Other,1
Other,1
Other,6
Other,12
Other,11
Other,17
Other,13
Other,42
Other,5
Other,6
Other,2
Other,2
Other,2
Other,16
Other,42
Multi-lang,235
Other,7
Other,53
Other,87
Multi-lang,76
Other,8
Other,2
Other,10
Other,15
Other,19
Other,2
Other,23
Other,1
Other,5
Other,7
Multi-lang,231
Other,6
Other,2
Other,4
Other,1
Other,5
Other,5
Other,2
Other,1
Other,5
Other,32
Other,2
Other,2
Multi-lang,27
Other,29
Other,15
Other,25
Other,1
Other,1
Other,1
Other,67
Multi-lang,227
Other,2
Other,11
Other,1
Other,5
Other,12
Other,22
Other,9
Other,36
Other,3
Other,0
Other,6
Other,52
Other,4
Other,9
Other,17
Other,5
Other,80
Other,12
Other,10
Other,1
Other,5
Other,2
Other,4
Other,21
Other,3
Other,6
Other,26
Other,3
Other,1
Other,1
Multi-lang,153
Other,13
Multi-lang,482
Other,130
Multi-lang,2322
Other,5
Other,4
Other,12
Other,8
Other,50
Other,1
Other,7
Other,1
Other,3
Other,139
Multi-lang,353
Other,18
Other,26
Other,45
Other,16
Other,11
Other,13
Other,1
Other,9
Other,19
Other,1
Other,0
Other,3
Other,1
Other,29
Other,12
Other,21
Other,9
Other,2
Other,19
Other,8
Other,2
Other,9
Other,6
Other,1
Other,2
Other,638
Other,0
Other,228
Multi-lang,136
Other,29
Other,1
Multi-lang,89
Multi-lang,275
Other,1
Other,31
Other,1
Other,2
Other,4
Other,2
Other,12
Multi-lang,400
Other,0
Other,1
Other,0
Other,5
Other,13
Other,40
Other,13
Other,3
Other,13
Other,21
Other,36
Other,7
Other,2
Other,8
Other,41
Other,22
Other,49
Multi-lang,216
Multi-lang,23
Multi-lang,355
Multi-lang,201
Other,2
Other,15
Other,1
Other,2
Other,1
Other,3
Other,19
Other,12
Other,1
Other,72
Other,1
Other,2
Other,13
Other,8
Other,27
Other,9
Other,30
Other,3
Multi-lang,282
Other,1
Other,16
Other,34
Other,83
Other,1
Multi-lang,305
Other,7
Other,1
Other,1
Other,1
Other,1
Other,3
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,13
Other,1
Other,2
Other,10
Other,0
Other,3
Other,1
Other,26
Other,5
Multi-lang,152
Other,2
Other,12
Other,5
Other,2
Other,72
Other,1
Other,4
Other,3
Other,6
Other,5
Other,57
Multi-lang,95
Other,31
Other,1
Other,1
Other,11
Other,8
Other,4
Other,2
Multi-lang,10
Other,14
Other,123
Other,77
Multi-lang,8
Multi-lang,453
Other,5
Other,21
Multi-lang,2454
Other,19
Other,9
Other,38
Other,2
Other,33
Multi-lang,96
Other,12
Multi-lang,31
Other,59
Multi-lang,249
Other,26
Other,87
Other,36
Other,3
Other,8
Multi-lang,206
Other,46
Other,98
Other,23
Other,2
Other,1
Other,23
Other,10
Other,13
Other,304
Other,2
Other,69
Other,1
Other,1
Other,61
Other,58
Other,136
Other,0
Other,1
Other,143
Other,1
Other,1
Other,32
Other,31
Other,1
Other,1
Other,69
Other,1
Other,159
Other,9
Other,340
Other,1
Multi-lang,256
Other,0
Other,1
Multi-lang,67
Other,316
Other,195
Other,1
Other,1
Other,1
Other,1
Other,1
Other,297
Other,12
Multi-lang,637
Other,8
Other,3
Other,2
Other,3
Multi-lang,47
Other,1
Other,0
Other,1
Other,14
Other,381
Other,3
Other,41
Other,85
Other,1
Other,3
Other,3
Other,32
Other,34
Other,13
Other,87
Other,3
Other,2
Other,0
Other,6
Other,4
Other,8
Other,1
Other,131
Other,1
Other,1
Other,3
Other,4
Other,2
Other,31
Other,6
Other,136
Other,0
Multi-lang,237
Multi-lang,208
Other,441
Other,15
Other,54
Multi-lang,275
Multi-lang,185
Multi-lang,141
Multi-lang,205
Multi-lang,67
Other,14
Other,89
Multi-lang,1144
Other,11
Multi-lang,75
Other,30
Other,7
Multi-lang,67
Other,4
Multi-lang,3
Multi-lang,4
Multi-lang,29
Other,69
Multi-lang,81
Other,9
Other,3
Other,17
Other,680
Other,26
Other,26
Other,686
Other,27
Other,11
Other,2
Other,72
Other,1
Other,72
Other,11
Other,3
Other,1
Other,1
Other,2
Other,4
Other,1
Other,4
Other,23
Other,2
Other,1
Other,14
Other,1
Other,6
Other,2
Other,4
Other,2
Other,24
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,12
Other,1
Other,1
Other,1
Other,33
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,8
Other,143
Other,18
Other,154
Other,25
Other,4
Other,31
Other,0
Other,15
Other,0
Other,0
Other,11
Other,1
Other,11
Other,11
Other,4
Other,1
Other,12
Other,5
Other,1
Other,1
Other,4
Other,2
Other,1
Other,1
Other,5
Other,4
Other,2
Other,1
Other,4
Other,1
Other,1
Other,59
Other,4
Other,1
Other,4
Other,7
Other,497
Other,2
Other,237
Other,2
Other,2
Other,7
Other,2
Other,0
Other,0
Other,0
Other,0
Multi-lang,217
Multi-lang,20
Other,102
Other,244
Other,0
Other,23
Other,6
Other,33
Other,8
Other,1
Other,1
Other,1544
Other,2
Other,3
Multi-lang,613
Other,10
Other,1529
Other,571
Other,356
Other,6
Other,24
Other,31
Other,1
Other,6
Other,24
Other,4
Other,14
Other,1
Other,22
Other,1
Other,30
Other,25
Other,41
Other,69
Other,2
Other,24
Other,6
Other,23
Other,28
Other,7
Other,18
Other,12
Other,9
Other,5
Other,788
Other,84
Other,168
Other,2
Other,7
Other,23
Other,2
Other,1
Other,15
Other,33
Other,60
Other,15
Other,15
Other,15
Other,4
Other,15
Other,15
Other,2
Other,4
Other,549
Other,1163
Other,3
Other,2
Other,964
Other,56
Other,27
Other,416
Other,10
Other,9
Other,10
Other,10
Other,10
Other,10
Other,10
Other,1
Other,75
Other,37
Multi-lang,23
Other,76
Multi-lang,439
Other,18
Other,10
Other,10
Other,10
Other,10
Other,10
Other,10
Other,10
Other,17
Other,64
Multi-lang,8933
Other,9744
Other,10
Other,19
Multi-lang,10058
Other,1
Other,9
Other,6
Other,9647
Multi-lang,71
Other,433
Other,47
Other,869
Other,2040
Other,349
Other,2
Other,9
Other,1032
Other,10038
Other,9620
Other,41
Multi-lang,15
Multi-lang,59
Multi-lang,90
Multi-lang,30
Other,136
Other,2
Multi-lang,810
Other,19
Other,14
Other,2
Other,9
Other,1622
Other,9828
Other,3
Other,48
Other,39
Multi-lang,1853
Other,2
Other,1
Other,767
Other,9206
Other,9561
Other,15
Other,16
Other,9
Other,24
Other,23
Other,10
Other,24
Multi-lang,86
Other,8386
Other,4
Other,9294
Other,1058
Other,674
Other,51
Multi-lang,144
Other,2133
Multi-lang,42
Other,17
Other,31
Other,10
Other,8
Other,2
Other,9249
Other,7254
Other,39
Other,3
Other,1
Other,1
Other,9198
Other,9192
Other,3
Other,17
Other,1043
Other,35
Multi-lang,1024
Other,683
Multi-lang,1093
Other,36
Other,675
Other,1288
Other,94
Other,622
Other,9
Other,1
Other,7505
Other,7217
Other,7475
Other,7216
Other,2
Other,1
Other,7470
Other,4
Other,5
Other,322
Other,3
Other,7
Other,8
Other,1
Other,2
Other,8
Other,1
Other,1
Other,2
Other,4
Other,5
Other,3
Other,10
Other,7085
Other,18
Other,7081
Other,1
Other,7
Other,13
Other,633
Other,1261
Other,6882
Other,631
Other,34
Other,4
Other,2
Other,27
Other,1
Other,7
Other,15
Other,132
Other,4
Other,7
Other,56
Other,1
Other,2
Other,6586
Other,2
Other,6906
Other,6570
Other,4
Other,38
Multi-lang,55
Multi-lang,2262
Other,8
Other,12
Other,8
Other,25
Other,622
Other,9
Other,48
Other,22
Other,8
Other,7
Other,23
Other,26
Other,8
Other,7
Other,1
Other,104
Other,5661
Other,5
Other,15
Other,30
Other,9
Other,1
Other,8
Other,9
Other,8
Other,9
Other,19
Other,0
Other,14
Other,4
Other,14
Other,4
Other,2
Other,7
Other,1
Other,5642
Other,3
Multi-lang,5
Multi-lang,16
Multi-lang,216
Other,6553
Other,95
Other,95
Other,1428
Multi-lang,6516
Other,1
Other,1432
Other,30
Multi-lang,53
Other,0
Other,47
Other,1
Other,320
Other,1457
Multi-lang,6571
Other,3
Other,38
Other,1428
Other,6
Multi-lang,28
Multi-lang,1444
Multi-lang,26
Other,24452
Other,2
Other,17
Other,0
Other,36
Other,11
Other,7
Other,6
Other,1
Other,477
Other,439
Other,66
Other,1
Other,1
Other,2
Other,3
Other,1
Other,3
Other,1
Other,1
Other,1
Other,3
Other,6
Other,1
Other,1
Other,6
Other,1731
Multi-lang,116
Other,10
Multi-lang,16
Other,8
Other,20
Multi-lang,63
Other,50
Other,29
Multi-lang,7
Multi-lang,64
Multi-lang,571
Other,33
Other,231
Other,1654
Other,40
Other,11
Other,85
Other,2
Other,8
Other,1759
Other,212
Other,186
Other,2
Other,1676
Other,476
Other,2
Other,6
Other,3
Other,1532
Multi-lang,164
Other,84
Multi-lang,284
Multi-lang,108
Other,51
Multi-lang,369
Other,2
Multi-lang,24157
Other,1465
Other,317
Other,2
Other,10
Other,87
Other,2
Other,20
Other,3
Other,76
Other,520
Other,160
Other,505
Other,159
Other,600
Other,22
Other,1
Multi-lang,15
Multi-lang,4460
Other,7
Other,1
Other,6
Other,499
Multi-lang,24
Other,1
Other,3
Other,32
Other,29
Other,2
Other,162
Other,1
Other,6
Other,125
Other,1
Other,175
Other,189
Other,4
Other,45
Other,1
Other,1
Other,1
Other,3
Other,1
Other,468
Other,172
Other,5
Other,3
Other,4
Other,1
Other,1
Other,16
Other,3
Other,1
Other,10
Other,25
Other,3
Other,3
Other,1
Other,85
Other,2
Other,1
Other,1
Other,6
Other,2
Other,1
Other,2
Other,1
Other,1
Other,600
Other,1
Other,0
Other,8
Other,9
Other,0
Other,3
Other,413
Other,57
Other,356
Other,2
Other,748
Other,9
Other,69
Other,276
Other,1
Other,2
Other,1
Other,2
Other,2
Other,2
Other,2
Other,2
Other,2
Other,2
Other,1774
Multi-lang,13
Multi-lang,29
Multi-lang,455
Other,1
Other,11
Other,4
Other,2
Other,20
Other,4
Other,5
Multi-lang,32
Other,4
Other,3
Multi-lang,16
Other,53
Multi-lang,1165
Other,1
Other,3
Other,1
Other,534
Other,1
Other,6
Other,276
Other,1
Other,17
Other,1
Other,519
Other,66
Other,0
Multi-lang,193
Other,4
Other,51
Other,1
Other,6
Other,471
Other,1
Other,3
Other,3
Other,3
Other,2
Other,24
Other,354
Other,11
Other,8
Other,85
Other,464
Other,1
Other,1
Other,210
Multi-lang,87
Other,1
Other,3
Other,6
Other,4
Other,4
Other,3
Other,8
Other,11
Other,3
Other,3
Other,3
Other,3
Other,3
Other,7
Other,261
Other,81
Other,4
Other,1
Other,2
Other,1366
Other,3859
Other,14
Other,10
Multi-lang,1429
Other,2
Other,3
Other,99
Other,1
Other,3
Other,8
Other,154
Multi-lang,412
Other,10
Multi-lang,87
Multi-lang,109
Multi-lang,213
Other,37
Other,3
Other,1
Other,3
Other,10
Other,3
Other,3
Other,3
Other,14
Other,3
Other,19
Other,3
Other,1
Other,2
Other,468
Other,325
Other,68
Other,31
Other,4
Other,34
Other,326
Other,1
Other,11
Other,4
Other,10
Other,2
Other,19
Other,26
Other,1
Other,1
Other,1
Other,1
Other,3
Other,1
Other,1
Other,1
Other,24
Other,2
Other,11
Other,2
Other,954
Other,170
Other,10
Other,4
Other,5
Other,37
Other,2
Other,6
Other,1110
Other,220
Multi-lang,176
Other,62
Other,115
Other,136
Other,15
Other,1
Other,22
Other,1
Other,5
Other,2
Other,1
Other,7
Other,634
Other,39
Other,2
Other,470
Other,4
Other,9
Other,5
Other,161
Other,73
Other,5
Other,5
Other,1
Other,5
Other,5
Other,5
Other,1
Other,1
Other,77
Other,9
Other,5
Other,1
Other,5
Other,49
Other,806
Other,11
Other,3764
Other,768
Other,46
Other,3
Other,4
Other,1
Other,5
Other,2
Other,12
Other,5
Other,5
Other,5
Other,97
Other,884
Other,2
Other,2379
Other,6
Other,1899
Other,1741
Other,15
Multi-lang,231
Multi-lang,24
Multi-lang,38
Other,0
Other,22
Other,2
Other,12
Other,29
Other,92
Other,587
Other,2
Other,11
Other,1
Other,11
Other,64
Other,1582
Other,1778
Other,16
Other,2
Other,520
Other,14
Other,22
Other,10
Other,13
Other,11
Other,13
Other,89
Other,30
Other,16
Other,6
Other,11
Other,11
Other,16
Other,3
Other,11
Other,8
Other,11
Other,698
Multi-lang,189
Multi-lang,27
Other,1
Other,73
Other,10
Other,32
Multi-lang,2158
Other,6
Other,8
Other,5
Other,2
Other,3
Other,1
Other,1
Other,1
Other,5
Other,11
Other,2
Other,13
Other,3
Other,5
Other,114
Other,39
Other,89
Other,50
Other,3
Other,3
Other,1
Other,1859
Other,1722
Other,108
Other,7
Other,1734
Other,242
Other,2
Other,75
Other,26
Other,3
Other,8
Other,66
Multi-lang,34
Multi-lang,25
Other,1
Multi-lang,20
Multi-lang,22
Other,9
Multi-lang,23
Other,5
Other,18
Multi-lang,13
Multi-lang,51
Other,4
Multi-lang,8
Other,14
Other,1498
Multi-lang,1494
Multi-lang,1468
Other,348
Other,9
Other,339
Other,15
Other,214
Other,315
Multi-lang,233
Other,1
Other,301
Other,205
Other,19
Other,283
Other,211
Other,2
Other,7
Other,6
Other,329
Other,404
Other,13
Other,1
Other,1
Other,275
Other,151
Other,1
Other,14220
Other,9193
Other,3
Other,16
Other,1
Other,52
Other,2
Other,3
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,7
Other,8782
Other,3
Other,5
Other,21
Other,52
Other,21
Other,78
Multi-lang,31
Multi-lang,47
Multi-lang,207
Other,12157
Other,26
Other,13
Other,2
Other,87
Other,460
Other,1
Other,2
Other,739
Other,1
Other,3
Other,23
Other,709
Other,43
Other,1
Other,1
Other,9256
Other,3
Other,2
Other,2
Multi-lang,12051
Other,6670
Other,2
Other,629
Multi-lang,9915
Other,1488
Other,2
Other,1
Other,703
Other,2
Other,11
Other,489
Other,1075
Other,1
Other,2
Other,477
Other,3
Other,2
Other,41
Other,997
Other,1
Other,525
Other,6
Other,395
Other,2
Other,14
Other,2
Other,1
Other,17
Other,78
Other,15
Other,923
Other,54
Other,13
Other,5
Other,219
Multi-lang,1254
Other,242
Other,22
Other,220
Other,413
Other,1
Other,1
Other,1
Other,2
Other,1
Other,2
Other,1
Other,1
Other,5
Other,1
Other,7
Other,1
Other,1
Other,15
Other,1
Other,2
Other,1
Other,4
Other,1
Other,2
Other,1
Other,2
Other,1
Other,2
Other,1
Other,1
Other,2
Other,1
Other,1
Other,2
Other,1
Other,49
Other,1
Other,315
Other,26
Other,7
Multi-lang,152
Other,7
Other,0
Other,49
Other,122
Other,11
Other,139
Other,48
Other,20
Other,1
Other,50
Other,55
Other,44
Other,29
Other,2
Other,15
Other,5
Other,1
Other,50
Other,90
Other,2
Other,1
Other,1
Other,1
Other,0
Other,0
Other,4
Other,0
Other,1
Other,48
Other,2
Other,48
Other,1
Other,195
Other,1
Other,0
Multi-lang,29
Multi-lang,151
Other,0
Other,1
Other,20
Other,62
Other,32
Other,37
Other,25
Other,2627
Multi-lang,74
Multi-lang,8
Multi-lang,54
Multi-lang,57
Other,1
Other,102
Other,403
Other,2785
Other,402
Other,2785
Other,10
Other,0
Other,2472
Other,7
Other,29
Other,525
Other,53
Other,1
Other,58
Other,7
Other,2093
Multi-lang,7155
Other,3903
Other,85
Multi-lang,119
Multi-lang,94
Other,72
Multi-lang,37
Other,33
Other,62
Other,122
Multi-lang,473
